gp_code,gp_name,assigned_block_name,assigned_block_lgd,district_name,state_name
186094,JAIDWADI,KHED,4518,Pune,MAHARASHTRA
185329,PARGAON T. KHED,AMBEGAON,4511,Pune,MAHARASHTRA
186091,GULANI,KHED,4518,Pune,MAHARASHTRA
186189,WAKALWADI,KHED,4518,Pune,MAHARASHTRA
186151,RETWADI,KHED,4518,Pune,MAHARASHTRA
186110,KHARPUDI BK.,KHED,4518,Pune,MAHARASHTRA
186096,JAVULKE KH.,KHED,4518,Pune,MAHARASHTRA
186079,KHALCHI BHAMBURWADI,KHED,4518,Pune,MAHARASHTRA
186171,TAKALKARWADI,KHED,4518,Pune,MAHARASHTRA
186147,RAKSHEWADI,KHED,4518,Pune,MAHARASHTRA
186158,SATKARSTHAL,KHED,4518,Pune,MAHARASHTRA
186063,CHANDOLI,KHED,4518,Pune,MAHARASHTRA
186167,SHIROLI,KHED,4518,Pune,MAHARASHTRA
186127,MANJAREWADI,KHED,4518,Pune,MAHARASHTRA
186093,HOLEWADI,KHED,4518,Pune,MAHARASHTRA
186109,KHARPUDI KH.,KHED,4518,Pune,MAHARASHTRA
186190,WAKI BK.,KHED,4518,Pune,MAHARASHTRA
186191,WAKI KH.,KHED,4518,Pune,MAHARASHTRA
186102,KALUS,KHED,4518,Pune,MAHARASHTRA
186137,NIMGAON,KHED,4518,Pune,MAHARASHTRA
186072,DAWADI,KHED,4518,Pune,MAHARASHTRA
186070,CHINCHOSHI,KHED,4518,Pune,MAHARASHTRA
186100,KANHERSAR,KHED,4518,Pune,MAHARASHTRA
186090,GOSASI,KHED,4518,Pune,MAHARASHTRA
186179,WARUDE,KHED,4518,Pune,MAHARASHTRA
186145,PUR,KHED,4518,Pune,MAHARASHTRA
186543,PABAL,SHIRUR,4523,Pune,MAHARASHTRA
185361,WADGAON PIR,AMBEGAON,4511,Pune,MAHARASHTRA
186523,KENDUR,SHIRUR,4523,Pune,MAHARASHTRA
186545,PIMPALE JAGTAP,SHIRUR,4523,Pune,MAHARASHTRA
186573,WAJEWADI,SHIRUR,4523,Pune,MAHARASHTRA
186515,KARANDI,SHIRUR,4523,Pune,MAHARASHTRA
186058,BAHUL,KHED,4518,Pune,MAHARASHTRA
186163,SIDDHEGAVHAN,KHED,4518,Pune,MAHARASHTRA
186488,APTI,SHIRUR,4523,Pune,MAHARASHTRA
185775,TULAPUR,HAVELI,4515,Pune,MAHARASHTRA
185757,PHULGAON,HAVELI,4515,Pune,MAHARASHTRA
185784,VADHU KH.,HAVELI,4515,Pune,MAHARASHTRA
186571,WADHU BK.,SHIRUR,4523,Pune,MAHARASHTRA
186529,KOREGAON BHIMA,SHIRUR,4523,Pune,MAHARASHTRA
186502,DIGRAJWADI*,SHIRUR,4523,Pune,MAHARASHTRA
185713,DONGARGAON,HAVELI,4515,Pune,MAHARASHTRA
185755,PERANE,HAVELI,4515,Pune,MAHARASHTRA
185705,BAKORI,HAVELI,4515,Pune,MAHARASHTRA
185781,WADEBOLHAI,HAVELI,4515,Pune,MAHARASHTRA
185756,PETH,HAVELI,4515,Pune,MAHARASHTRA
185751,NAYGAON,HAVELI,4515,Pune,MAHARASHTRA
185774,THEUR,HAVELI,4515,Pune,MAHARASHTRA
185747,MANJARI KH.,HAVELI,4515,Pune,MAHARASHTRA
185703,AVHALWADI,HAVELI,4515,Pune,MAHARASHTRA
185785,WAGHOLI,PUNE CITY,4521,Pune,MAHARASHTRA
185726,KESNAND,HAVELI,4515,Pune,MAHARASHTRA
185741,LONIKAND,HAVELI,4515,Pune,MAHARASHTRA
185706,BHAVADI,HAVELI,4515,Pune,MAHARASHTRA
185746,MANJARI BK.,HAVELI,4515,Pune,MAHARASHTRA
186065,CHARHOLI KH.,KHED,4518,Pune,MAHARASHTRA
185754,NIRGUDI,HAVELI,4515,Pune,MAHARASHTRA
185782,VADGAON-SHINDE,HAVELI,4515,Pune,MAHARASHTRA
186087,GOLEGAON,KHED,4518,Pune,MAHARASHTRA
186128,MARKAL,KHED,4518,Pune,MAHARASHTRA
186168,SOLU,KHED,4518,Pune,MAHARASHTRA
186077,DHANORE,KHED,4518,Pune,MAHARASHTRA
186183,WADGAON GHENAND,KHED,4518,Pune,MAHARASHTRA
186118,KOYALI T. CHAKAN,KHED,4518,Pune,MAHARASHTRA
237306,PIMPALGAON T. KHED,KHED,4518,Pune,MAHARASHTRA
186160,SHELGAON,KHED,4518,Pune,MAHARASHTRA
186057,BHOSE,KHED,4518,Pune,MAHARASHTRA
186149,RASE,KHED,4518,Pune,MAHARASHTRA
186105,KELGAON,KHED,4518,Pune,MAHARASHTRA
186069,CHIMBALI,KHED,4518,Pune,MAHARASHTRA
186129,MEDANKARWADI,KHED,4518,Pune,MAHARASHTRA
186097,KADACHIWADI,KHED,4518,Pune,MAHARASHTRA
186135,NANEKARWADI,KHED,4518,Pune,MAHARASHTRA
186124,KURULI,KHED,4518,Pune,MAHARASHTRA
186132,MOI,KHED,4518,Pune,MAHARASHTRA
186136,NIGHOJE,KHED,4518,Pune,MAHARASHTRA
186112,KHALUMBRE,HAVELI,4515,Pune,MAHARASHTRA
186276,SUDVADI,MAVAL,4519,Pune,MAHARASHTRA
186197,YELWADI,KHED,4518,Pune,MAHARASHTRA
186157,SANGURDI,KHED,4518,Pune,MAHARASHTRA
186307,BAWDHAN BK.,MULSHI,4520,Pune,MAHARASHTRA
186313,BHUGAON,MULSHI,4520,Pune,MAHARASHTRA
186379,SUS,MULSHI,4520,Pune,MAHARASHTRA
186350,MAHALUNGE,MULSHI,4520,Pune,MAHARASHTRA
186356,MARUNJI,MULSHI,4520,Pune,MAHARASHTRA
186353,MAN,MULSHI,4520,Pune,MAHARASHTRA
186329,HINJAWADI,MULSHI,4520,Pune,MAHARASHTRA
186363,NANDE,MULSHI,4520,Pune,MAHARASHTRA
186348,LAVALE,MULSHI,4520,Pune,MAHARASHTRA
186360,MULKHED,MULSHI,4520,Pune,MAHARASHTRA
186318,CHANDE,MULSHI,4520,Pune,MAHARASHTRA
186327,GHOTAWADE,MULSHI,4520,Pune,MAHARASHTRA
186311,BHARE,MULSHI,4520,Pune,MAHARASHTRA
186334,KASARAMBOLI,MULSHI,4520,Pune,MAHARASHTRA
186299,AMBADVET,MULSHI,4520,Pune,MAHARASHTRA
186359,MUGAWADE,MULSHI,4520,Pune,MAHARASHTRA
186374,RIHE,MULSHI,4520,Pune,MAHARASHTRA
186335,KASARSAI,MULSHI,4520,Pune,MAHARASHTRA
186245,KUSGAON P.M.,MAVAL,4519,Pune,MAHARASHTRA
186259,PACHANE,MAVAL,4519,Pune,MAHARASHTRA
186213,CHANDKHED,MAVAL,4519,Pune,MAHARASHTRA
186210,BEBED OHOL,MAVAL,4519,Pune,MAHARASHTRA
186218,DHAMANE,MAVAL,4519,Pune,MAHARASHTRA
186224,GODUMBRE,MAVAL,4519,Pune,MAHARASHTRA
186264,SALUMBRE,MAVAL,4519,Pune,MAHARASHTRA
186216,DARUMBRE,MAVAL,4519,Pune,MAHARASHTRA
186265,SANGAVADE,MAVAL,4519,Pune,MAHARASHTRA
186366,NERE,MULSHI,4520,Pune,MAHARASHTRA
186330,JAMBE,MULSHI,4520,Pune,MAHARASHTRA
186222,GAHUNJE,MAVAL,4519,Pune,MAHARASHTRA
186272,SHIRGAON,MAVAL,4519,Pune,MAHARASHTRA
186106,KANHEWADI T. CHAKAN,KHED,4518,Pune,MAHARASHTRA
186226,INDURI,MAVAL,4519,Pune,MAHARASHTRA
186292,WARELE,MAVAL,4519,Pune,MAHARASHTRA
186275,SOMATANE,MAVAL,4519,Pune,MAHARASHTRA
186260,PARANDVADI,MAVAL,4519,Pune,MAHARASHTRA
186287,URSE,MAVAL,4519,Pune,MAHARASHTRA
186206,AMBI,MAVAL,4519,Pune,MAHARASHTRA
186204,AMBALE,MAVAL,4519,Pune,MAHARASHTRA
186256,NIGADE,MAVAL,4519,Pune,MAHARASHTRA
186229,KALHAT,MAVAL,4519,Pune,MAHARASHTRA
186187,WAHAGAON,KHED,4518,Pune,MAHARASHTRA
186165,SHIVE,KHED,4518,Pune,MAHARASHTRA
186150,RONDHALWADI,KHED,4518,Pune,MAHARASHTRA
186140,PAIT,KHED,4518,Pune,MAHARASHTRA
186104,KARANJVIHIRE,KHED,4518,Pune,MAHARASHTRA
186254,NAVLAKH UMBRE,MAVAL,4519,Pune,MAHARASHTRA
186253,NANOLI T. CHAKAN,MAVAL,4519,Pune,MAHARASHTRA
237307,JAMBAWADE,MAVAL,4519,Pune,MAHARASHTRA
186277,SUDUMBARE,MAVAL,4519,Pune,MAHARASHTRA
186164,SHINDE,KHED,4518,Pune,MAHARASHTRA
186196,WASULI,KHED,4518,Pune,MAHARASHTRA
186054,BHAMBOLI,KHED,4518,Pune,MAHARASHTRA
186194,WARALE,KHED,4518,Pune,MAHARASHTRA
186159,SAWARDARI,KHED,4518,Pune,MAHARASHTRA
186126,MHALUNGE,KHED,4518,Pune,MAHARASHTRA
186108,KHARABWADI,KHED,4518,Pune,MAHARASHTRA
186060,BIRADWADI,KHED,4518,Pune,MAHARASHTRA
186152,ROHKAL,KHED,4518,Pune,MAHARASHTRA
186088,GONAWADI,KHED,4518,Pune,MAHARASHTRA
186044,AMBETHAN,KHED,4518,Pune,MAHARASHTRA
186119,KOREGAON KH.,KHED,4518,Pune,MAHARASHTRA
186064,CHANDUS,KHED,4518,Pune,MAHARASHTRA
186144,PIMPRI BK.,KHED,4518,Pune,MAHARASHTRA
186184,WADGAON T. KHED,KHED,4518,Pune,MAHARASHTRA
186081,DONDE,KHED,4518,Pune,MAHARASHTRA
186115,KIWLE,KHED,4518,Pune,MAHARASHTRA
186125,KURKUNDI,KHED,4518,Pune,MAHARASHTRA
186120,KOREGAON BK.,KHED,4518,Pune,MAHARASHTRA
186161,SHELU,KHED,4518,Pune,MAHARASHTRA
186049,AASKHED BK.,KHED,4518,Pune,MAHARASHTRA
186048,ASKHED KH.,KHED,4518,Pune,MAHARASHTRA
186075,DHAMANE,KHED,4518,Pune,MAHARASHTRA
186121,KOYE,KHED,4518,Pune,MAHARASHTRA
186172,TALAWADE,KHED,4518,Pune,MAHARASHTRA
186113,KOHINDE BK.,KHED,4518,Pune,MAHARASHTRA
186085,GARGOTWADI,KHED,4518,Pune,MAHARASHTRA
186099,KADUS,KHED,4518,Pune,MAHARASHTRA
186043,AKHARWADI,KHED,4518,Pune,MAHARASHTRA
186142,PAPALWADI,KHED,4518,Pune,MAHARASHTRA
186066,CHAS,KHED,4518,Pune,MAHARASHTRA
186154,SAYGAON,KHED,4518,Pune,MAHARASHTRA
186107,KANHEWADI BK.,KHED,4518,Pune,MAHARASHTRA
186131,MOHKAL,KHED,4518,Pune,MAHARASHTRA
186103,KAMAN,KHED,4518,Pune,MAHARASHTRA
185309,KURWANDI,AMBEGAON,4511,Pune,MAHARASHTRA
186098,KADADHE,KHED,4518,Pune,MAHARASHTRA
186180,WETALE,KHED,4518,Pune,MAHARASHTRA
259681,KOYALI TARF WADA,KHED,4518,Pune,MAHARASHTRA
186153,SABURDI,KHED,4518,Pune,MAHARASHTRA
273769,DAREKWADI,KHED,4518,Pune,MAHARASHTRA
186155,SAKURDI,KHED,4518,Pune,MAHARASHTRA
186170,SURKUNDI,KHED,4518,Pune,MAHARASHTRA
186068,CHIKHALGAON,KHED,4518,Pune,MAHARASHTRA
186101,KALMODI,KHED,4518,Pune,MAHARASHTRA
186199,YENIYE KH.,KHED,4518,Pune,MAHARASHTRA
186074,DEVOSHI,KHED,4518,Pune,MAHARASHTRA
186050,AVDAR,KHED,4518,Pune,MAHARASHTRA
186188,WAJVANE,KHED,4518,Pune,MAHARASHTRA
186195,WASHIRE,KHED,4518,Pune,MAHARASHTRA
186042,AHIRE,KHED,4518,Pune,MAHARASHTRA
186092,HEDRUJ,KHED,4518,Pune,MAHARASHTRA
186041,ADGAON,KHED,4518,Pune,MAHARASHTRA
186141,PALU,KHED,4518,Pune,MAHARASHTRA
186176,TORANE BK.,KHED,4518,Pune,MAHARASHTRA
186073,DESHMUKHWADI,KHED,4518,Pune,MAHARASHTRA
186047,ANAWALE,KHED,4518,Pune,MAHARASHTRA
186173,TEKWADI,KHED,4518,Pune,MAHARASHTRA
186117,KOLIYE,KHED,4518,Pune,MAHARASHTRA
186186,WAGHU,KHED,4518,Pune,MAHARASHTRA
186169,SUPE,KHED,4518,Pune,MAHARASHTRA
186051,AWANDHE,KHED,4518,Pune,MAHARASHTRA
186123,KUDE KH.,KHED,4518,Pune,MAHARASHTRA
186122,KUDE BK.,KHED,4518,Pune,MAHARASHTRA
186198,YENIYE BK.,KHED,4518,Pune,MAHARASHTRA
186086,GHOTAWADI,KHED,4518,Pune,MAHARASHTRA
186076,DHAMANGOAN KH.,KHED,4518,Pune,MAHARASHTRA
186162,SHENDURLI,KHED,4518,Pune,MAHARASHTRA
186080,DHUVOLI,KHED,4518,Pune,MAHARASHTRA
186166,SHIRGAON,KHED,4518,Pune,MAHARASHTRA
186134,NAYPHAD,KHED,4518,Pune,MAHARASHTRA
186114,KHAROSHI,KHED,4518,Pune,MAHARASHTRA
186078,DEHANE,KHED,4518,Pune,MAHARASHTRA
186082,EKLAHARE,KHED,4518,Pune,MAHARASHTRA
186089,GOREGAON,KHED,4518,Pune,MAHARASHTRA
186174,TIFANWADI,KHED,4518,Pune,MAHARASHTRA
186192,WALAD,KHED,4518,Pune,MAHARASHTRA
186052,AWHAT,KHED,4518,Pune,MAHARASHTRA
185339,POKHARI,AMBEGAON,4511,Pune,MAHARASHTRA
185293,GORHE KH.,AMBEGAON,4511,Pune,MAHARASHTRA
185292,GORHE BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185285,DIMBE KH.,AMBEGAON,4511,Pune,MAHARASHTRA
185307,KOLTAWADE,AMBEGAON,4511,Pune,MAHARASHTRA
185284,DIMBE BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185264,AMBEGAON GAVTHAN,AMBEGAON,4511,Pune,MAHARASHTRA
185341,RAJEWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185298,KALAMB,AMBEGAON,4511,Pune,MAHARASHTRA
185294,JAMBHORI,AMBEGAON,4511,Pune,MAHARASHTRA
185277,CHIKHALI,AMBEGAON,4511,Pune,MAHARASHTRA
185352,TALEGHAR,AMBEGAON,4511,Pune,MAHARASHTRA
185332,PHALODE GROUP,AMBEGAON,4511,Pune,MAHARASHTRA
185310,KUSHIRE BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185266,ASANE,AMBEGAON,4511,Pune,MAHARASHTRA
185359,TIRPAD,AMBEGAON,4511,Pune,MAHARASHTRA
185946,HATVIJ,JUNNAR,4517,Pune,MAHARASHTRA
185919,BHIVADE BK.,JUNNAR,4517,Pune,MAHARASHTRA
185920,BHIVADE KH.,JUNNAR,4517,Pune,MAHARASHTRA
185907,AMBE,JUNNAR,4517,Pune,MAHARASHTRA
185951,INGALUN,JUNNAR,4517,Pune,MAHARASHTRA
185909,AMBOLI,JUNNAR,4517,Pune,MAHARASHTRA
186026,UTCHIL,JUNNAR,4517,Pune,MAHARASHTRA
185999,PUR,JUNNAR,4517,Pune,MAHARASHTRA
186016,SONAVALE,JUNNAR,4517,Pune,MAHARASHTRA
185938,GHANGALDARE,JUNNAR,4517,Pune,MAHARASHTRA
186017,SUKALVEDHE,JUNNAR,4517,Pune,MAHARASHTRA
185317,MALIN,AMBEGAON,4511,Pune,MAHARASHTRA
185327,PANCHALE BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185272,BHORGHAR,AMBEGAON,4511,Pune,MAHARASHTRA
185929,DATKHILWADI,JUNNAR,4517,Pune,MAHARASHTRA
186021,TAMBE,JUNNAR,4517,Pune,MAHARASHTRA
185949,HIVARE T. MINHER,JUNNAR,4517,Pune,MAHARASHTRA
186009,SHINDE,JUNNAR,4517,Pune,MAHARASHTRA
186002,RALEGAN,JUNNAR,4517,Pune,MAHARASHTRA
186037,VANEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185932,DHALEWADI T. MINHER,JUNNAR,4517,Pune,MAHARASHTRA
185926,CHAVAND,JUNNAR,4517,Pune,MAHARASHTRA
186000,RAJOR,JUNNAR,4517,Pune,MAHARASHTRA
186024,TEJUR,JUNNAR,4517,Pune,MAHARASHTRA
186019,SURALE,JUNNAR,4517,Pune,MAHARASHTRA
185911,APTALE,JUNNAR,4517,Pune,MAHARASHTRA
185924,BOTARDE,JUNNAR,4517,Pune,MAHARASHTRA
185984,NIRGUDE,JUNNAR,4517,Pune,MAHARASHTRA
185962,KHANGAON,JUNNAR,4517,Pune,MAHARASHTRA
185959,KHAMGAON,JUNNAR,4517,Pune,MAHARASHTRA
185975,MANIK DOH,JUNNAR,4517,Pune,MAHARASHTRA
185996,PIMPALGON,JUNNAR,4517,Pune,MAHARASHTRA
185987,PADALI,JUNNAR,4517,Pune,MAHARASHTRA
186015,SOMATWADI,JUNNAR,4517,Pune,MAHARASHTRA
185970,KUSUR,JUNNAR,4517,Pune,MAHARASHTRA
185918,BELSAR,JUNNAR,4517,Pune,MAHARASHTRA
186040,YENERE,JUNNAR,4517,Pune,MAHARASHTRA
185954,KALE,JUNNAR,4517,Pune,MAHARASHTRA
185925,BUCHAKEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185991,PARUNDE,JUNNAR,4517,Pune,MAHARASHTRA
185957,KATEDE,JUNNAR,4517,Pune,MAHARASHTRA
185928,CHINCHOLI,JUNNAR,4517,Pune,MAHARASHTRA
185265,AMBODI,AMBEGAON,4511,Pune,MAHARASHTRA
185306,KOLDARA GONWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185287,GANGAPUR KH.,AMBEGAON,4511,Pune,MAHARASHTRA
185300,KANSE,AMBEGAON,4511,Pune,MAHARASHTRA
185335,PHULAWADE,AMBEGAON,4511,Pune,MAHARASHTRA
185316,MAHALUNGE T. GHODA,AMBEGAON,4511,Pune,MAHARASHTRA
185350,SUPEDHAR,AMBEGAON,4511,Pune,MAHARASHTRA
185348,SHINOLI,AMBEGAON,4511,Pune,MAHARASHTRA
185288,GANGAPUR BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185263,AMBEDARA,AMBEGAON,4511,Pune,MAHARASHTRA
185333,PHALADEWADI / UGALEWADI,AMBEGAON,4511,Pune,MAHARASHTRA
186182,WADA,KHED,4518,Pune,MAHARASHTRA
185353,TALEKARWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185282,DHAKALE,AMBEGAON,4511,Pune,MAHARASHTRA
185345,SAL BABHULWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185336,PIMPALGAON T. GHODA,AMBEGAON,4511,Pune,MAHARASHTRA
185299,KALEWADI DAREKARWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185279,CHINCHOLI,AMBEGAON,4511,Pune,MAHARASHTRA
185290,GHODEGAON,AMBEGAON,4511,Pune,MAHARASHTRA
185308,KOLAWADI KOTAMDARA,AMBEGAON,4511,Pune,MAHARASHTRA
185312,PINGALEWADI LANDEWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185278,CHINCHODI,AMBEGAON,4511,Pune,MAHARASHTRA
298895,Walunjwadi,AMBEGAON,4511,Pune,MAHARASHTRA
185360,WADGAON KASHIMBEG,AMBEGAON,4511,Pune,MAHARASHTRA
185276,CHAS,AMBEGAON,4511,Pune,MAHARASHTRA
185323,NARODI,AMBEGAON,4511,Pune,MAHARASHTRA
185291,GIRWALI,AMBEGAON,4511,Pune,MAHARASHTRA
185963,KHILARWADI,JUNNAR,4517,Pune,MAHARASHTRA
186008,SAVARGAON,JUNNAR,4517,Pune,MAHARASHTRA
185315,MAHALUNGE PADWAL,AMBEGAON,4511,Pune,MAHARASHTRA
185351,TAKEWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185943,GUNJALWADI,JUNNAR,4517,Pune,MAHARASHTRA
186038,VARULWADI,JUNNAR,4517,Pune,MAHARASHTRA
185322,NANDUR,AMBEGAON,4511,Pune,MAHARASHTRA
185364,VITTHALWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185344,SAKORE,AMBEGAON,4511,Pune,MAHARASHTRA
185318,MANCHAR,AMBEGAON,4511,Pune,MAHARASHTRA
185286,EKLAHARE,AMBEGAON,4511,Pune,MAHARASHTRA
185275,CHANDOLI KH.,AMBEGAON,4511,Pune,MAHARASHTRA
185303,KHADAKI,AMBEGAON,4511,Pune,MAHARASHTRA
185274,CHANDOLI BK.,AMBEGAON,4511,Pune,MAHARASHTRA
185295,JADHAVWADI,AMBEGAON,4511,Pune,MAHARASHTRA
185357,THORANDALE,AMBEGAON,4511,Pune,MAHARASHTRA
185270,BHARADI,AMBEGAON,4511,Pune,MAHARASHTRA
185321,NAGAPUR,AMBEGAON,4511,Pune,MAHARASHTRA
185347,SHINGAVE,AMBEGAON,4511,Pune,MAHARASHTRA
185362,WALATI,AMBEGAON,4511,Pune,MAHARASHTRA
185342,RANJANI,AMBEGAON,4511,Pune,MAHARASHTRA
185964,KHODAD,JUNNAR,4517,Pune,MAHARASHTRA
186018,SULTANPUR,JUNNAR,4517,Pune,MAHARASHTRA
186013,SHIROLI T. ALE,JUNNAR,4517,Pune,MAHARASHTRA
185922,BORI KH.,JUNNAR,4517,Pune,MAHARASHTRA
186033,VADGAONKANDALI,JUNNAR,4517,Pune,MAHARASHTRA
185976,MANJARWADI,JUNNAR,4517,Pune,MAHARASHTRA
185313,LOUKI,AMBEGAON,4511,Pune,MAHARASHTRA
185950,HIVRE T. NARAYANGAON,JUNNAR,4517,Pune,MAHARASHTRA
185978,NARAYANGAON,JUNNAR,4517,Pune,MAHARASHTRA
186039,YEDGAON,JUNNAR,4517,Pune,MAHARASHTRA
185921,BHORWADI,JUNNAR,4517,Pune,MAHARASHTRA
185956,KANDALI,JUNNAR,4517,Pune,MAHARASHTRA
185995,PIMPALWANDI,JUNNAR,4517,Pune,MAHARASHTRA
186036,VADGAON ANAND,JUNNAR,4517,Pune,MAHARASHTRA
185998,PIMPARIPENDHAR,JUNNAR,4517,Pune,MAHARASHTRA
185960,KHAMUNDI,JUNNAR,4517,Pune,MAHARASHTRA
185937,DUMBARWADI,JUNNAR,4517,Pune,MAHARASHTRA
185955,KALWADI,JUNNAR,4517,Pune,MAHARASHTRA
186028,UMBRAJ NO.1,JUNNAR,4517,Pune,MAHARASHTRA
185947,HIVRE BK.,JUNNAR,4517,Pune,MAHARASHTRA
185935,DHOLWAD,JUNNAR,4517,Pune,MAHARASHTRA
186025,TIKEKARWADI,JUNNAR,4517,Pune,MAHARASHTRA
185948,HIVARE KH.,JUNNAR,4517,Pune,MAHARASHTRA
185979,NETVAD,JUNNAR,4517,Pune,MAHARASHTRA
186023,TEJEWADI,JUNNAR,4517,Pune,MAHARASHTRA
186011,SHIROLI KH.,JUNNAR,4517,Pune,MAHARASHTRA
186012,SHIROLI BK.,JUNNAR,4517,Pune,MAHARASHTRA
237305,VIGNHAHARNAGAR,JUNNAR,4517,Pune,MAHARASHTRA
185986,OZHARJUNE,JUNNAR,4517,Pune,MAHARASHTRA
185934,DHANGARWADI,JUNNAR,4517,Pune,MAHARASHTRA
185912,ARVI,JUNNAR,4517,Pune,MAHARASHTRA
185993,PIMPALGAON T.NARAYANGAON,JUNNAR,4517,Pune,MAHARASHTRA
185969,KURAN,JUNNAR,4517,Pune,MAHARASHTRA
185931,DHALEWADI HAVELI,JUNNAR,4517,Pune,MAHARASHTRA
185961,KHANAPUR,JUNNAR,4517,Pune,MAHARASHTRA
186034,VADGAONSAHANI,JUNNAR,4517,Pune,MAHARASHTRA
185916,BASTI,JUNNAR,4517,Pune,MAHARASHTRA
185980,NIMGAON T. MHA,JUNNAR,4517,Pune,MAHARASHTRA
185981,NIMDARI,JUNNAR,4517,Pune,MAHARASHTRA
186032,VADAJ,JUNNAR,4517,Pune,MAHARASHTRA
185933,DHAMNKHEL,JUNNAR,4517,Pune,MAHARASHTRA
185901,AGAR,JUNNAR,4517,Pune,MAHARASHTRA
185968,KUMSHET,JUNNAR,4517,Pune,MAHARASHTRA
185941,GOLEGAON,JUNNAR,4517,Pune,MAHARASHTRA
185904,ALDARE,JUNNAR,4517,Pune,MAHARASHTRA
185906,ALME,JUNNAR,4517,Pune,MAHARASHTRA
185914,BALLALWADI,JUNNAR,4517,Pune,MAHARASHTRA
185967,KOPARE,JUNNAR,4517,Pune,MAHARASHTRA
185994,PIMPALGAON JOGA,JUNNAR,4517,Pune,MAHARASHTRA
185973,MANDAVE,JUNNAR,4517,Pune,MAHARASHTRA
185927,CHILHEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185902,AHINAVEWADI,JUNNAR,4517,Pune,MAHARASHTRA
186027,UDAPUR,JUNNAR,4517,Pune,MAHARASHTRA
185972,MANDARNE,JUNNAR,4517,Pune,MAHARASHTRA
185936,DINGORE,JUNNAR,4517,Pune,MAHARASHTRA
185985,OTUR,JUNNAR,4517,Pune,MAHARASHTRA
186004,ROHKADI,JUNNAR,4517,Pune,MAHARASHTRA
185908,AMBEGHAVAN,JUNNAR,4517,Pune,MAHARASHTRA
186006,SAGNORE,JUNNAR,4517,Pune,MAHARASHTRA
185965,KHUBI,JUNNAR,4517,Pune,MAHARASHTRA
185990,PARGOAN T. MADH,JUNNAR,4517,Pune,MAHARASHTRA
185971,MADH,JUNNAR,4517,Pune,MAHARASHTRA
185988,PANGRI T. MADH,JUNNAR,4517,Pune,MAHARASHTRA
185940,GODRE,JUNNAR,4517,Pune,MAHARASHTRA
185945,HADSAR,JUNNAR,4517,Pune,MAHARASHTRA
186014,SITEWADI,JUNNAR,4517,Pune,MAHARASHTRA
186031,UNDEKHADAK,JUNNAR,4517,Pune,MAHARASHTRA
237304,KHIRE,JUNNAR,4517,Pune,MAHARASHTRA
185958,KEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185983,NIMGIRI,JUNNAR,4517,Pune,MAHARASHTRA
186020,TALERAN,JUNNAR,4517,Pune,MAHARASHTRA
185930,DEVALE,JUNNAR,4517,Pune,MAHARASHTRA
185903,ANJNAVALE,JUNNAR,4517,Pune,MAHARASHTRA
185953,JALVANDI,JUNNAR,4517,Pune,MAHARASHTRA
185939,GHATGHAR,JUNNAR,4517,Pune,MAHARASHTRA
185992,PEMDARAWADI,JUNNAR,4517,Pune,MAHARASHTRA
185910,ANE,JUNNAR,4517,Pune,MAHARASHTRA
186010,SHINDEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185977,NALAVANE,JUNNAR,4517,Pune,MAHARASHTRA
185905,ALE,JUNNAR,4517,Pune,MAHARASHTRA
185966,KOLWADI,JUNNAR,4517,Pune,MAHARASHTRA
185923,BORI BK.,JUNNAR,4517,Pune,MAHARASHTRA
186001,RAJURI,JUNNAR,4517,Pune,MAHARASHTRA
185944,GUNJALWADI BELHE,JUNNAR,4517,Pune,MAHARASHTRA
186030,UNCHKHADAKWADI,JUNNAR,4517,Pune,MAHARASHTRA
185915,BANGARWADI,JUNNAR,4517,Pune,MAHARASHTRA
185942,GULUNCHWADI,JUNNAR,4517,Pune,MAHARASHTRA
299369,Zapwadi,JUNNAR,4517,Pune,MAHARASHTRA
186003,RANMALA,JUNNAR,4517,Pune,MAHARASHTRA
186005,SAKORI T. BELHA,JUNNAR,4517,Pune,MAHARASHTRA
185917,BELHE,JUNNAR,4517,Pune,MAHARASHTRA
186022,TAMBEWADI,JUNNAR,4517,Pune,MAHARASHTRA
185952,JADHAVWADI,JUNNAR,4517,Pune,MAHARASHTRA
185982,NIMGAON SAVA,JUNNAR,4517,Pune,MAHARASHTRA
185989,PARGOAN T. ALE,JUNNAR,4517,Pune,MAHARASHTRA
185913,AURANGPUR,JUNNAR,4517,Pune,MAHARASHTRA
